"Date & Time","Barometer - in Hg","Temp - °F","High Temp - °F","Low Temp - °F","Hum - %","Dew Point - °F","Wet Bulb - °F","Wind Speed - mph","Wind Direction","Wind Run - mi","High Wind Speed - mph","High Wind Direction","Wind Chill - °F","Heat Index - °F","THW Index - °F","THSW Index - °F","Rain - in","Rain Rate - in/h","Solar Rad - W/m^2","Solar Energy - Ly","High Solar Rad - W/m^2","ET - in","UV Index","UV Dose - MEDs","High UV Index","Heating Degree Days","Cooling Degree Days"
"1/4/24 10:00 AM","29.89","39","39","39","77","33","36","5","WNW","2.5","12","WSW","36","39","35","38","0.00","0.00","143","6.15","229","0.00","1","0.1","1","0.537","0.000"
"1/4/24 10:30 AM","29.89","40","40","39","77","33","37","5","W","2.5","13","W","36","39","35","40","0.00","0.00","179","7.70","206","0.00","1","0.2","1","0.531","0.000"
"1/4/24 11:00 AM","29.88","40","40","40","75","33","37","5","WNW","2.5","12","WNW","37","40","36","41","0.00","0.00","222","9.55","241","0.00","1","0.2","1","0.519","0.000"
"1/4/24 11:30 AM","29.86","40","40","40","74","33","37","6","W","3.0","14","W","36","40","36","41","0.00","0.00","209","8.99","225","0.00","1","0.2","1","0.512","0.000"
"1/4/24 12:00 PM","29.85","40","41","40","73","32","37","6","W","3.0","13","W","36","40","36","41","0.00","0.00","225","9.68","248","0.00","1","0.2","1","0.512","0.000"
"1/4/24 12:30 PM","29.84","41","41","40","73","33","37","6","W","3.0","14","W","36","40","36","40","0.00","0.00","182","7.83","232","0.00","1","0.2","1","0.508","0.000"
"1/4/24 1:00 PM","29.83","42","42","41","69","33","38","5","WNW","2.5","12","WNW","39","42","38","46","0.00","0.00","294","12.65","381","0.00","1","0.3","1","0.475","0.000"
"1/4/24 1:30 PM","29.83","42","43","42","67","32","38","7","WNW","3.5","14","W","38","42","37","44","0.00","0.00","289","12.43","357","0.00","1","0.2","1","0.469","0.000"
"1/4/24 2:00 PM","29.84","42","43","42","66","32","38","7","WNW","3.5","13","WNW","38","42","37","41","0.00","0.00","178","7.66","267","0.00","1","0.1","1","0.475","0.000"
"1/4/24 2:30 PM","29.84","42","42","42","68","32","38","6","WNW","3.0","15","NW","38","41","37","40","0.00","0.00","120","5.16","204","0.00","0","0.1","1","0.481","0.000"
"1/4/24 3:00 PM","29.85","42","42","42","68","32","38","7","NW","3.5","18","WNW","38","41","37","38","0.00","0.00","110","4.73","195","0.00","0","0.0","0","0.479","0.000"
"1/4/24 3:30 PM","29.85","42","42","41","67","31","37","7","NW","3.5","18","WNW","37","41","36","33","0.00","0.00","30","1.29","79","0.00","0","0.0","0","0.490","0.000"
"1/4/24 4:00 PM","29.86","41","42","41","66","31","37","7","NW","3.5","18","NNW","36","40","36","32","0.00","0.00","7","0.30","16","0.00","0","0.0","0","0.498","0.000"
"1/4/24 4:30 PM","29.88","40","41","40","67","30","36","10","NW","5.0","22","NW","34","39","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.521","0.000"
"1/4/24 5:00 PM","29.90","39","40","39","67","29","35","10","NW","5.0","24","NNE","32","38","32","28","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.544","0.000"
"1/4/24 5:30 PM","29.91","38","39","38","53","23","33","11","NW","5.5","25","NNW","31","37","30","26","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.558","0.000"
"1/4/24 6:00 PM","29.93","37","38","37","49","19","31","13","NW","6.5","27","NW","29","36","28","24","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.585","0.000"
"1/4/24 6:30 PM","29.95","35","37","35","54","20","30","13","NW","6.5","29","NNW","26","34","26","22","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.621","0.000"
"1/4/24 7:00 PM","29.96","34","35","34","59","21","30","11","NW","5.5","28","NNW","26","33","25","22","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.644","0.000"
"1/4/24 7:30 PM","29.98","33","34","33","57","20","29","11","NW","5.5","26","NW","25","32","24","20","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.662","0.000"
"1/4/24 8:00 PM","29.99","32","33","32","53","17","27","12","NNW","6.0","29","NNW","23","31","22","18","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.692","0.000"
"1/4/24 8:30 PM","30.00","31","32","31","57","17","27","11","NW","5.5","25","NNW","22","30","21","17","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.713","0.000"
"1/4/24 9:00 PM","30.01","30","31","30","59","17","26","12","NW","6.0","25","NW","20","29","19","16","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.731","0.000"
"1/4/24 9:30 PM","30.02","29","30","29","61","17","26","11","NNW","5.5","25","NNW","20","29","19","15","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.746","0.000"
"1/4/24 10:00 PM","30.04","28","29","28","61","17","25","11","NW","5.5","25","NW","19","28","18","14","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.762","0.000"
"1/4/24 10:30 PM","30.05","27","28","27","62","16","24","12","NNW","6.0","24","NNW","17","27","16","13","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.783","0.000"
"1/4/24 11:00 PM","30.05","27","28","27","61","15","24","9","NNW","4.5","21","NNW","18","26","17","13","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.794","0.000"
"1/4/24 11:30 PM","30.06","26","27","26","64","16","23","10","NW","5.0","22","NW","17","26","16","13","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.802","0.000"
"1/5/24 12:00 AM","30.06","26","27","26","65","16","23","10","NNW","5.0","20","N","17","26","16","12","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.808","0.000"
"1/5/24 12:30 AM","30.07","26","26","26","67","16","23","9","NW","4.5","21","NW","16","25","16","12","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.823","0.000"
"1/5/24 1:00 AM","30.08","25","26","25","67","16","22","10","NW","5.0","22","WNW","15","25","15","11","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.831","0.000"
"1/5/24 1:30 AM","30.09","25","25","25","69","16","22","9","NNW","4.5","19","NNW","15","24","15","11","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.838","0.000"
"1/5/24 2:00 AM","30.09","25","25","24","69","16","22","10","NW","5.0","26","NNW","15","24","14","10","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.842","0.000"
"1/5/24 2:30 AM","30.09","25","25","24","70","16","22","9","NW","4.5","20","NNW","15","24","15","11","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.840","0.000"
"1/5/24 3:00 AM","30.11","25","25","25","69","16","22","9","NW","4.5","21","NNW","15","24","15","11","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.840","0.000"
"1/5/24 3:30 AM","30.11","25","25","25","69","16","22","9","NW","4.5","20","N","15","24","15","11","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.840","0.000"
"1/5/24 4:00 AM","30.12","25","25","24","68","16","22","11","NW","5.5","24","N","14","24","14","10","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.842","0.000"
"1/5/24 4:30 AM","30.12","24","25","24","67","15","22","10","NW","5.0","22","N","14","24","14","10","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.848","0.000"
"1/5/24 5:00 AM","30.13","24","24","24","66","14","21","9","NW","4.5","24","W","15","24","14","10","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.850","0.000"
"1/5/24 5:30 AM","30.13","24","24","24","68","15","22","10","NW","5.0","24","NW","14","24","13","10","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.852","0.000"
"1/5/24 6:00 AM","30.14","24","24","24","68","15","21","9","NW","4.5","23","NNW","14","24","14","10","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.854","0.000"
"1/5/24 6:30 AM","30.15","24","24","24","68","15","21","9","WNW","4.5","21","NW","14","23","14","9","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.863","0.000"
"1/5/24 7:00 AM","30.15","24","24","24","69","15","21","10","NW","5.0","23","NW","14","23","13","9","0.00","0.00","8","0.34","21","0.00","0","0.0","0","0.858","0.000"
"1/5/24 7:30 AM","30.17","24","24","24","69","15","22","11","NW","5.5","28","WNW","13","24","13","10","0.00","0.00","36","1.55","67","0.00","0","0.0","0","0.854","0.000"
"1/5/24 8:00 AM","30.18","25","25","24","69","16","22","10","NW","5.0","24","NNW","15","25","15","13","0.00","0.00","105","4.52","183","0.00","0","0.0","0","0.831","0.000"
"1/5/24 8:30 AM","30.18","26","26","25","66","16","23","11","NW","5.5","32","NW","15","25","15","18","0.00","0.00","189","8.13","227","0.00","0","0.1","1","0.819","0.000"
"1/5/24 9:00 AM","30.19","26","26","26","63","15","23","13","NW","6.5","30","NNW","15","26","15","20","0.00","0.00","261","11.23","288","0.00","1","0.2","1","0.804","0.000"
"1/5/24 9:30 AM","30.19","27","27","26","59","15","23","11","NW","5.5","30","NNW","17","26","16","23","0.00","0.00","315","13.55","339","0.00","1","0.2","1","0.792","0.000"
"1/5/24 10:00 AM","30.19","27","27","27","59","15","24","11","NW","5.5","23","NW","17","27","17","24","0.00","0.00","359","15.44","378","0.00","1","0.3","1","0.783","0.000"
"1/5/24 10:30 AM","30.19","28","28","27","59","16","24","10","NW","5.0","25","WNW","19","27","18","26","0.00","0.00","392","16.86","403","0.00","2","0.3","2","0.771","0.000"
"1/5/24 11:00 AM","30.17","29","29","28","55","15","25","10","WNW","5.0","24","WNW","20","28","19","27","0.00","0.00","412","17.73","418","0.01","2","0.4","2","0.748","0.000"
"1/5/24 11:30 AM","30.15","30","30","29","58","17","26","10","NW","5.0","24","WNW","21","29","20","28","0.00","0.00","418","17.98","422","0.00","2","0.4","2","0.733","0.000"
"1/5/24 12:00 PM","30.14","31","31","30","55","17","26","10","NW","5.0","23","NW","22","30","21","29","0.00","0.00","414","17.81","424","0.01","2","0.4","2","0.713","0.000"
"1/5/24 12:30 PM","30.14","31","31","31","54","16","26","10","NW","5.0","27","NW","22","30","22","29","0.00","0.00","393","16.91","406","0.00","2","0.3","2","0.708","0.000"
"1/5/24 1:00 PM","30.13","32","32","31","53","16","27","11","NW","5.5","26","NNW","23","31","22","29","0.00","0.00","361","15.53","378","0.01","1","0.3","2","0.696","0.000"
"1/5/24 1:30 PM","30.13","32","32","32","54","17","27","11","WNW","5.5","23","NNW","23","31","23","29","0.00","0.00","318","13.68","341","0.00","1","0.2","1","0.685","0.000"
"1/5/24 2:00 PM","30.13","32","33","32","51","16","27","10","NW","5.0","23","WNW","24","32","23","29","0.00","0.00","266","11.44","292","0.01","1","0.2","1","0.679","0.000"
"1/5/24 2:30 PM","30.13","32","32","32","53","17","27","11","WNW","5.5","23","NNW","23","31","23","25","0.00","0.00","180","7.74","221","0.00","0","0.1","1","0.683","0.000"
"1/5/24 3:00 PM","30.14","32","33","32","52","16","27","9","WNW","4.5","21","NNW","24","31","23","24","0.00","0.00","90","3.87","155","0.00","0","0.0","0","0.688","0.000"
"1/5/24 3:30 PM","30.14","32","32","32","54","17","27","10","WNW","5.0","20","NW","24","31","23","20","0.00","0.00","40","1.72","72","0.00","0","0.0","0","0.688","0.000"
"1/5/24 4:00 PM","30.14","31","32","31","55","17","27","9","WNW","4.5","20","NW","24","31","23","19","0.00","0.00","8","0.34","19","0.00","0","0.0","0","0.700","0.000"
"1/5/24 4:30 PM","30.16","31","31","31","56","17","27","8","WNW","4.0","19","NW","24","30","23","19","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.704","0.000"
"1/5/24 5:00 PM","30.16","32","32","31","56","18","27","7","WNW","3.5","16","W","25","31","24","20","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.698","0.000"
"1/5/24 5:30 PM","30.16","32","32","31","58","18","27","7","WNW","3.5","19","NNW","25","31","24","20","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.698","0.000"
"1/5/24 6:00 PM","30.17","32","32","32","59","19","28","7","WNW","3.5","19","NNW","25","31","24","20","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.694","0.000"
"1/5/24 6:30 PM","30.17","32","32","32","60","19","28","6","WNW","3.0","16","NNW","26","31","25","21","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.698","0.000"
"1/5/24 7:00 PM","30.18","32","32","31","61","20","28","5","WNW","2.5","13","W","26","31","26","22","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.698","0.000"
"1/5/24 7:30 PM","30.19","32","32","31","61","20","28","5","WNW","2.5","13","WSW","26","31","26","22","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.698","0.000"
"1/5/24 8:00 PM","30.19","32","32","32","62","20","28","5","WNW","2.5","11","WNW","27","31","26","22","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.694","0.000"
"1/5/24 8:30 PM","30.18","31","32","31","60","19","27","5","WNW","2.5","14","NNW","26","31","26","21","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.702","0.000"
"1/5/24 9:00 PM","30.19","31","31","31","61","19","27","5","WNW","2.5","12","W","26","30","25","21","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.706","0.000"
"1/5/24 9:30 PM","30.18","31","31","31","64","21","28","5","WNW","2.5","11","WNW","26","31","26","21","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.702","0.000"
"1/5/24 10:00 PM","30.17","32","32","31","65","21","28","6","WNW","3.0","14","WNW","26","31","25","21","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.694","0.000"
"1/5/24 10:30 PM","30.17","32","32","32","66","22","28","5","WNW","2.5","14","W","27","31","26","22","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.692","0.000"
"1/5/24 11:00 PM","30.17","32","32","32","67","22","29","5","WNW","2.5","15","W","27","32","27","23","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.685","0.000"
"1/5/24 11:30 PM","30.18","32","32","32","67","23","29","6","W","3.0","15","W","27","32","26","22","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.681","0.000"
"1/6/24 12:00 AM","30.18","32","32","32","67","23","29","5","W","2.5","16","W","28","32","27","23","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.677","0.000"
"1/6/24 12:30 AM","30.17","33","33","32","67","23","29","6","WNW","3.0","16","W","27","32","26","22","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.675","0.000"
"1/6/24 1:00 AM","30.16","32","33","32","68","23","29","5","W","2.5","15","WNW","28","32","27","23","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.677","0.000"
"1/6/24 1:30 AM","30.17","32","33","32","67","23","29","5","WNW","2.5","12","W","28","32","27","23","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.679","0.000"
"1/6/24 2:00 AM","30.17","32","32","32","67","23","29","6","WNW","3.0","14","W","27","32","26","22","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.681","0.000"
"1/6/24 2:30 AM","30.17","32","32","32","69","23","29","5","WNW","2.5","14","W","27","32","27","23","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.681","0.000"
"1/6/24 3:00 AM","30.18","32","32","32","69","23","29","5","WNW","2.5","12","W","27","32","27","23","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.681","0.000"
"1/6/24 3:30 AM","30.18","32","32","32","68","23","29","5","WNW","2.5","14","WNW","28","32","27","23","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.679","0.000"
"1/6/24 4:00 AM","30.20","33","33","32","68","23","29","3","WNW","1.5","9","NW","30","32","29","25","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.675","0.000"
"1/6/24 4:30 AM","30.20","33","33","32","70","24","29","5","WNW","2.5","11","W","28","32","27","23","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.675","0.000"
"1/6/24 5:00 AM","30.21","33","33","32","70","24","29","5","WNW","2.5","12","W","28","32","27","23","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.675","0.000"
"1/6/24 5:30 AM","30.21","33","33","33","70","24","30","5","WNW","2.5","12","NW","28","32","27","23","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.673","0.000"
"1/6/24 6:00 AM","30.22","33","33","33","71","24","30","3","WNW","1.5","8","WNW","30","32","30","26","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.671","0.000"
"1/6/24 6:30 AM","30.22","33","33","33","71","25","30","3","WNW","1.5","9","W","30","33","30","26","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.667","0.000"
"1/6/24 7:00 AM","30.22","33","33","33","71","25","30","2","WNW","1.0","6","W","32","33","32","28","0.00","0.00","1","0.04","7","0.00","0","0.0","0","0.662","0.000"
"1/6/24 7:30 AM","30.22","34","34","33","72","26","31","2","W","1.0","6","W","33","33","32","29","0.00","0.00","13","0.56","18","0.00","0","0.0","0","0.654","0.000"
"1/6/24 8:00 AM","30.23","34","34","34","72","26","31","2","WNW","1.0","7","W","33","33","33","29","0.00","0.00","21","0.90","33","0.00","0","0.0","0","0.648","0.000"
"1/6/24 8:30 AM","30.23","35","35","34","68","25","31","1","NW","0.5","5","NNW","35","34","34","34","0.00","0.00","46","1.98","58","0.00","0","0.0","0","0.633","0.000"
"1/6/24 9:00 AM","30.23","35","35","35","65","25","31","3","N","1.5","8","WNW","33","35","32","33","0.00","0.00","70","3.01","86","0.00","0","0.0","0","0.621","0.000"
"1/6/24 9:30 AM","30.24","36","36","35","64","25","32","2","N","1.0","7","NNE","35","35","34","35","0.00","0.00","82","3.53","95","0.00","0","0.1","1","0.613","0.000"
"1/6/24 10:00 AM","30.24","36","36","36","64","25","32","1","NE","0.5","6","NE","36","35","35","36","0.00","0.00","79","3.40","91","0.00","0","0.1","1","0.606","0.000"
"1/6/24 10:30 AM","30.22","36","36","36","64","25","32","1","NE","0.5","4","E","36","35","35","36","0.00","0.00","85","3.66","105","0.00","1","0.1","1","0.606","0.000"
"1/6/24 11:00 AM","30.20","36","36","36","64","25","32","2","ESE","1.0","7","E","36","35","35","37","0.00","0.00","116","4.99","149","0.00","1","0.2","1","0.600","0.000"
"1/6/24 11:30 AM","30.19","36","36","36","65","26","32","2","ESE","1.0","7","ESE","36","36","35","37","0.00","0.00","120","5.16","134","0.00","1","0.2","1","0.596","0.000"
"1/6/24 12:00 PM","30.19","37","37","36","65","26","33","2","ESE","1.0","5","SE","36","36","35","37","0.00","0.00","130","5.59","158","0.00","1","0.2","1","0.592","0.000"
"1/6/24 12:30 PM","30.18","37","37","37","65","26","33","2","E","1.0","6","S","37","36","36","39","0.00","0.00","144","6.20","165","0.00","1","0.2","1","0.581","0.000"
"1/6/24 1:00 PM","30.16","37","37","37","67","27","33","2","E","1.0","6","E","36","36","36","38","0.00","0.00","119","5.12","162","0.00","1","0.1","1","0.583","0.000"
"1/6/24 1:30 PM","30.15","37","37","37","68","27","33","4","E","2.0","10","SE","34","36","33","34","0.00","0.00","96","4.13","114","0.00","0","0.1","1","0.585","0.000"
"1/6/24 2:00 PM","30.16","37","37","37","68","27","33","4","ESE","2.0","9","ESE","34","36","33","33","0.00","0.00","63","2.71","81","0.00","0","0.0","0","0.583","0.000"
"1/6/24 2:30 PM","30.13","37","37","37","69","28","34","4","ESE","2.0","12","ESE","34","37","34","36","0.00","0.00","106","4.56","156","0.00","0","0.0","0","0.577","0.000"
"1/6/24 3:00 PM","30.12","37","37","37","70","28","34","4","ESE","2.0","9","SE","34","37","34","34","0.00","0.00","74","3.18","98","0.00","0","0.0","0","0.577","0.000"
"1/6/24 3:30 PM","30.13","38","38","37","70","29","34","3","ESE","1.5","9","E","36","37","35","32","0.00","0.00","18","0.77","58","0.00","0","0.0","0","0.573","0.000"
"1/6/24 4:00 PM","30.11","37","38","37","71","29","34","4","ESE","2.0","11","ENE","34","37","34","30","0.00","0.00","1","0.04","5","0.00","0","0.0","0","0.575","0.000"
"1/6/24 4:30 PM","30.11","37","38","37","72","29","34","4","SSE","2.0","11","SE","34","36","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.585","0.000"
"1/6/24 5:00 PM","30.10","37","37","37","74","29","34","4","SSE","2.0","9","SE","34","36","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.585","0.000"
"1/6/24 5:30 PM","30.11","37","37","37","75","30","34","3","SSE","1.5","7","SE","35","37","35","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.583","0.000"
"1/6/24 6:00 PM","30.10","38","38","37","80","32","35","4","SE","2.0","16","ESE","35","37","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.569","0.000"
"1/6/24 6:30 PM","30.07","37","38","37","87","33","35","11","E","5.5","22","E","29","37","29","26","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.588","0.000"
"1/6/24 7:00 PM","30.05","37","37","37","88","34","35","12","E","6.0","21","ENE","29","37","29","26","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.588","0.000"
"1/6/24 7:30 PM","30.08","37","37","37","89","34","36","10","E","5.0","22","E","30","37","30","27","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.575","0.000"
"1/6/24 8:00 PM","30.06","38","38","37","86","34","36","11","ESE","5.5","19","ESE","31","38","31","28","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.558","0.000"
"1/6/24 8:30 PM","30.03","38","38","38","86","34","36","11","ESE","5.5","21","ESE","31","38","31","28","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.562","0.000"
"1/6/24 9:00 PM","30.00","38","38","38","85","34","37","11","ESE","5.5","20","E","31","38","31","28","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.552","0.000"
"1/6/24 9:30 PM","29.98","39","39","38","87","35","37","9","E","4.5","19","SE","33","39","33","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.544","0.000"
"1/6/24 10:00 PM","29.95","39","39","39","86","35","37","11","ESE","5.5","27","E","32","39","32","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.540","0.000"
"1/6/24 10:30 PM","29.91","40","40","39","81","34","37","12","E","6.0","25","E","32","39","32","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.527","0.000"
"1/6/24 11:00 PM","29.86","39","40","39","87","35","37","13","ESE","6.5","28","ESE","31","39","31","28","0.02","0.07","0","0.00","0","0.00","0","0.0","0","0.548","0.000"
"1/6/24 11:30 PM","29.85","38","39","38","86","34","37","13","ESE","6.5","30","E","30","38","30","27","0.02","0.07","0","0.00","0","0.00","0","0.0","0","0.556","0.000"
"1/7/24 12:00 AM","29.83","38","38","38","88","35","37","12","ESE","6.0","29","ESE","31","38","31","28","0.02","0.05","0","0.00","0","0.00","0","0.0","0","0.556","0.000"
"1/7/24 12:30 AM","29.82","37","38","37","89","34","36","14","ESE","7.0","34","E","29","37","28","26","0.03","0.07","0","0.00","0","0.00","0","0.0","0","0.579","0.000"
"1/7/24 1:00 AM","29.82","37","37","37","90","34","36","13","E","6.5","28","ESE","29","37","29","26","0.01","0.05","0","0.00","0","0.00","0","0.0","0","0.583","0.000"
"1/7/24 1:30 AM","29.81","36","37","36","91","34","35","14","E","7.0","31","E","28","36","28","25","0.03","0.06","0","0.00","0","0.00","0","0.0","0","0.594","0.000"
"1/7/24 2:00 AM","29.81","36","37","36","91","34","35","15","E","7.5","29","E","27","36","27","24","0.04","0.08","0","0.00","0","0.00","0","0.0","0","0.602","0.000"
"1/7/24 2:30 AM","29.79","35","36","35","92","33","34","14","E","7.0","27","E","26","35","26","23","0.06","0.19","0","0.00","0","0.00","0","0.0","0","0.623","0.000"
"1/7/24 3:00 AM","29.79","36","36","35","92","34","35","11","E","5.5","26","E","28","36","28","25","0.03","0.14","0","0.00","0","0.00","0","0.0","0","0.608","0.000"
"1/7/24 3:30 AM","29.78","36","36","36","92","34","35","13","E","6.5","29","E","28","36","28","25","0.02","0.06","0","0.00","0","0.00","0","0.0","0","0.600","0.000"
"1/7/24 4:00 AM","29.75","36","36","36","92","34","35","13","E","6.5","30","ESE","28","36","28","25","0.04","0.07","0","0.00","0","0.00","0","0.0","0","0.600","0.000"
"1/7/24 4:30 AM","29.73","36","36","36","92","34","35","11","ENE","5.5","28","ESE","29","36","29","26","0.01","0.05","0","0.00","0","0.00","0","0.0","0","0.598","0.000"
"1/7/24 5:00 AM","29.73","36","36","36","92","34","36","12","ENE","6.0","26","E","28","36","28","25","0.01","0.00","0","0.00","0","0.00","0","0.0","0","0.596","0.000"
"1/7/24 5:30 AM","29.72","36","37","36","92","34","35","11","ENE","5.5","26","ENE","29","36","29","26","0.02","0.05","0","0.00","0","0.00","0","0.0","0","0.598","0.000"
"1/7/24 6:00 AM","29.72","37","37","36","92","34","36","11","NE","5.5","28","E","29","37","29","26","0.01","0.05","0","0.00","0","0.00","0","0.0","0","0.592","0.000"
"1/7/24 6:30 AM","29.71","36","37","36","92","34","36","11","NE","5.5","26","ESE","29","36","29","26","0.02","0.00","0","0.00","0","0.00","0","0.0","0","0.594","0.000"
"1/7/24 7:00 AM","29.69","36","37","36","92","34","36","12","ENE","6.0","26","ESE","28","36","28","26","0.02","0.05","0","0.00","5","0.00","0","0.0","0","0.594","0.000"
"1/7/24 7:30 AM","29.67","37","37","36","92","34","36","12","ENE","6.0","30","E","29","37","29","26","0.01","0.04","11","0.47","18","0.00","0","0.0","0","0.592","0.000"
"1/7/24 8:00 AM","29.67","37","37","36","92","35","36","12","ENE","6.0","30","E","29","37","29","26","0.01","0.00","23","0.99","28","0.00","0","0.0","0","0.585","0.000"
"1/7/24 8:30 AM","29.65","37","37","37","92","35","36","11","ENE","5.5","28","NE","29","37","29","29","0.01","0.00","31","1.33","42","0.00","0","0.0","0","0.583","0.000"
"1/7/24 9:00 AM","29.63","37","37","37","92","35","36","12","ENE","6.0","25","E","29","37","29","29","0.02","0.00","42","1.81","65","0.00","0","0.0","0","0.583","0.000"
"1/7/24 9:30 AM","29.61","37","38","37","92","35","36","12","ENE","6.0","29","NE","29","37","29","29","0.01","0.00","56","2.41","74","0.00","0","0.0","0","0.577","0.000"
"1/7/24 10:00 AM","29.59","38","38","37","92","35","37","12","ENE","6.0","27","ENE","30","37","30","30","0.01","0.00","55","2.37","72","0.00","0","0.0","0","0.573","0.000"
"1/7/24 10:30 AM","29.55","37","38","37","92","35","36","12","ENE","6.0","31","E","29","37","29","29","0.01","0.00","41","1.76","58","0.00","0","0.0","0","0.577","0.000"
"1/7/24 11:00 AM","29.51","37","37","37","92","35","36","12","NE","6.0","27","ENE","29","37","29","29","0.03","0.07","64","2.75","77","0.00","0","0.0","0","0.581","0.000"
"1/7/24 11:30 AM","29.47","38","38","37","93","36","37","12","NE","6.0","26","E","30","38","30","31","0.03","0.09","86","3.70","144","0.00","0","0.1","1","0.569","0.000"
"1/7/24 12:00 PM","29.44","38","38","37","93","36","37","13","NE","6.5","32","NE","29","37","29","29","0.03","0.08","58","2.50","93","0.00","0","0.0","0","0.573","0.000"
"1/7/24 12:30 PM","29.43","38","38","37","93","36","37","12","NE","6.0","28","NE","30","37","30","29","0.02","0.06","30","1.29","62","0.00","0","0.0","0","0.573","0.000"
"1/7/24 1:00 PM","29.43","37","38","37","93","35","36","14","NE","7.0","27","NE","28","37","28","27","0.06","0.20","15","0.65","25","0.00","0","0.0","0","0.581","0.000"
"1/7/24 1:30 PM","29.43","36","37","36","93","34","35","14","NE","7.0","28","NE","27","36","27","26","0.08","0.23","8","0.34","14","0.00","0","0.0","0","0.600","0.000"
"1/7/24 2:00 PM","29.45","35","36","35","93","33","35","14","NE","7.0","31","ENE","26","35","26","24","0.11","0.27","5","0.22","5","0.00","0","0.0","0","0.619","0.000"
